toolId	target	subject	category	educationLevels	expression	additionalBranches	symbolic	canonicalUnit	method	exactness	constraints	sourceRefs
physics-g10-weight	g	Physics	Grade 10 Physics	GRADE_10	W/m			m/s2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-weight	m	Physics	Grade 10 Physics	GRADE_10	W/g			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-binding-energy	E	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	dm*299792458^2			J	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-binding-energy	dm	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	E/299792458^2			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-capacitive-reactance	C	Physics	Grade 11 Physics	GRADE_11	1/(2*pi*f*Xc)			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-capacitive-reactance	Xc	Physics	Grade 11 Physics	GRADE_11	1/(2*pi*f*C)			ohm	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-capacitive-reactance	f	Physics	Grade 11 Physics	GRADE_11	1/(2*pi*Xc*C)			Hz	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-de-broglie	lambda	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	6.62607015e-34/p			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-de-broglie	p	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	6.62607015e-34/lambda			kg*m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-em-wave	f	Physics	Grade 11 Physics	GRADE_11	299792458/lambda			Hz	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-em-wave	lambda	Physics	Grade 11 Physics	GRADE_11	299792458/f			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-half-life	T_half	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	ln(2)/lambda			s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-half-life	lambda	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	ln(2)/T_half			1/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-inductive-reactance	L	Physics	Grade 11 Physics	GRADE_11	Xl/(2*pi*f)			H	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-inductive-reactance	Xl	Physics	Grade 11 Physics	GRADE_11	2*pi*f*L			ohm	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-inductive-reactance	f	Physics	Grade 11 Physics	GRADE_11	Xl/(2*pi*L)			Hz	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-inductor-energy	I	Physics	Grade 11 Physics	GRADE_11	sqrt(2*U/L)			A	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-inductor-energy	L	Physics	Grade 11 Physics	GRADE_11	2*U/I^2			H	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-inductor-energy	U	Physics	Grade 11 Physics	GRADE_11	L*I^2/2			J	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-lc-resonance	C	Physics	Grade 11 Physics	GRADE_11	1/((2*pi*f)^2*L)			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-lc-resonance	L	Physics	Grade 11 Physics	GRADE_11	1/((2*pi*f)^2*C)			H	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-lc-resonance	f	Physics	Grade 11 Physics	GRADE_11	1/(2*pi*sqrt(L*C))			Hz	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-mass-energy	E	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	m*299792458^2			J	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-mass-energy	m	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	E/299792458^2			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-pendulum	L	Physics	Grade 11 Physics	GRADE_11	g*(T/(2*pi))^2			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-pendulum	T	Physics	Grade 11 Physics	GRADE_11	2*pi*sqrt(L/g)			s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-pendulum	g	Physics	Grade 11 Physics	GRADE_11	L*(2*pi/T)^2			m/s2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-photoelectric	Kmax	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	6.62607015e-34*f-phi			J	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-photoelectric	f	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	(Kmax+phi)/6.62607015e-34			Hz	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-photoelectric	phi	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	6.62607015e-34*f-Kmax			J	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-photon-energy	E	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	6.62607015e-34*f			J	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-photon-energy	f	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	E/6.62607015e-34			Hz	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-radioactive-decay	N	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	N0*exp(-lambda*t)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-radioactive-decay	N0	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	N/exp(-lambda*t)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-radioactive-decay	lambda	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	-ln(N/N0)/t			1/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-radioactive-decay	t	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	-ln(N/N0)/lambda			s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-rms-voltage	Vpeak	Physics	Grade 11 Physics	GRADE_11	Vrms*sqrt(2)			V	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-rms-voltage	Vrms	Physics	Grade 11 Physics	GRADE_11	Vpeak/sqrt(2)			V	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-spring-shm	T	Physics	Grade 11 Physics	GRADE_11	2*pi*sqrt(m/k)			s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-spring-shm	k	Physics	Grade 11 Physics	GRADE_11	m*(2*pi/T)^2			N/m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-spring-shm	m	Physics	Grade 11 Physics	GRADE_11	k*(T/(2*pi))^2			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g11-v4-magnetic-charge-force	B	Physics	Grade 11 Physics	GRADE_11	F/(q*v)			T	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-magnetic-charge-force	F	Physics	Grade 11 Physics	GRADE_11	q*v*B			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-magnetic-charge-force	q	Physics	Grade 11 Physics	GRADE_11	F/(v*B)			coulomb	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-magnetic-charge-force	v	Physics	Grade 11 Physics	GRADE_11	F/(q*B)			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-magnetic-wire-force	B	Physics	Grade 11 Physics	GRADE_11	F/(I*L)			T	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-magnetic-wire-force	F	Physics	Grade 11 Physics	GRADE_11	B*I*L			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-magnetic-wire-force	I	Physics	Grade 11 Physics	GRADE_11	F/(B*L)			A	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-magnetic-wire-force	L	Physics	Grade 11 Physics	GRADE_11	F/(B*I)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-photon-momentum	lambda	Physics	Grade 11 Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	6.62607015e-34/p			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-photon-momentum	p	Physics	Grade 11 Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	6.62607015e-34/lambda			kg*m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-radioactive-activity	A	Physics	Grade 11 Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	lambda*N			Bq	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-radioactive-activity	N	Physics	Grade 11 Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	A/lambda				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g11-v4-radioactive-activity	lambda	Physics	Grade 11 Physics	ADVANCED|COLLEGE_INTRO|GRADE_11	A/N			1/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G11_OFFICIAL_CURRICULUM|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g8-capacitance	C	Physics	Grade 8 Physics	GRADE_8	Q/V			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-capacitance	Q	Physics	Grade 8 Physics	GRADE_8	C*V			coulomb	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-capacitance	V	Physics	Grade 8 Physics	GRADE_8	Q/C			V	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-capacitor-energy	C	Physics	Grade 8 Physics	GRADE_8	2*U/V^2			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-capacitor-energy	U	Physics	Grade 8 Physics	GRADE_8	C*V^2/2			J	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-capacitor-energy	V	Physics	Grade 8 Physics	GRADE_8	sqrt(2*U/C)			V	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-capacitors-mixed-series-parallel	C1	Physics	Grade 8 Physics	GRADE_8	Ceq-C2*C3/(C2+C3)			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-capacitors-mixed-series-parallel	C2	Physics	Grade 8 Physics	GRADE_8	(Ceq-C1)*C3/(C3-(Ceq-C1))			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-capacitors-mixed-series-parallel	C3	Physics	Grade 8 Physics	GRADE_8	(Ceq-C1)*C2/(C2-(Ceq-C1))			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-capacitors-mixed-series-parallel	Ceq	Physics	Grade 8 Physics	GRADE_8	C1+C2*C3/(C2+C3)			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-capacitors-parallel-two	C1	Physics	Grade 8 Physics	GRADE_8	Ceq-C2			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-capacitors-parallel-two	C2	Physics	Grade 8 Physics	GRADE_8	Ceq-C1			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-capacitors-parallel-two	Ceq	Physics	Grade 8 Physics	GRADE_8	C1+C2			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-capacitors-series-two	C1	Physics	Grade 8 Physics	GRADE_8	Ceq*C2/(C2-Ceq)			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-capacitors-series-two	C2	Physics	Grade 8 Physics	GRADE_8	Ceq*C1/(C1-Ceq)			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-capacitors-series-two	Ceq	Physics	Grade 8 Physics	GRADE_8	C1*C2/(C1+C2)			farad	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	UZB_G8_OFFICIAL_PORTAL_2020|V4_GRADE8_FULL_MAP|V4_ORIGINAL_MISSION
physics-g8-charge-conservation	Qfinal	Physics	Grade 8 Physics	GRADE_8	Qinitial+Qtransfer			coulomb	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-charge-conservation	Qinitial	Physics	Grade 8 Physics	GRADE_8	Qfinal-Qtransfer			coulomb	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-charge-conservation	Qtransfer	Physics	Grade 8 Physics	GRADE_8	Qfinal-Qinitial			coulomb	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-charge-quantization	n	Physics	Grade 8 Physics	GRADE_8	q/1.602176634e-19				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-charge-quantization	q	Physics	Grade 8 Physics	GRADE_8	n*1.602176634e-19			coulomb	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-charged-particle-radius	B	Physics	Grade 8 Physics	GRADE_8	m*v/(abs(q)*r)			T	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-charged-particle-radius	m	Physics	Grade 8 Physics	GRADE_8	r*abs(q)*B/v			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-charged-particle-radius	r	Physics	Grade 8 Physics	GRADE_8	m*v/(abs(q)*B)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-charged-particle-radius	v	Physics	Grade 8 Physics	GRADE_8	r*abs(q)*B/m			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-coulomb	F	Physics	Grade 8 Physics	GRADE_8	8.9875517923e9*abs(q1*q2)/r^2			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-coulomb	q1	Physics	Grade 8 Physics	GRADE_8	F*r^2/(8.9875517923e9*q2)			coulomb	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-coulomb	q2	Physics	Grade 8 Physics	GRADE_8	F*r^2/(8.9875517923e9*q1)			coulomb	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-coulomb	r	Physics	Grade 8 Physics	GRADE_8	sqrt(8.9875517923e9*abs(q1*q2)/F)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-current-charge-time	I	Physics	Grade 8 Physics	GRADE_8	Q/t			A	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-current-charge-time	Q	Physics	Grade 8 Physics	GRADE_8	I*t			coulomb	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-current-charge-time	t	Physics	Grade 8 Physics	GRADE_8	Q/I			s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-current-divider-two	I1	Physics	Grade 8 Physics	GRADE_8	It*R2/(R1+R2)			A	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-current-divider-two	It	Physics	Grade 8 Physics	GRADE_8	I1*(R1+R2)/R2			A	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-current-divider-two	R1	Physics	Grade 8 Physics	GRADE_8	R2*(It/I1-1)			ohm	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-current-divider-two	R2	Physics	Grade 8 Physics	GRADE_8	I1*R1/(It-I1)			ohm	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g8-efficiency	eta	Physics	Grade 8 Physics	GRADE_8	useful/input*100			%	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
